000100000020000012010002121010222102211120,0,0.0705782,0,0,0,0,0
000100000020000002010002101010222102211120,0,0,0.0705782,0,0,0,0
000100000020000002010000101000222102211120,0.0238095,0,0,0,0,0,0
000220110012012111202222111222122211121211,0.00595238,0,0,0,0,0,0
000100000020000202012020101111222122211121,0,0,0,0,0,0,0
000100000020000202000020101111222122211121,0,0,0,0,0,0.0994898,0
000100000020000202000020101011022102211120,0,0,0,0,0,0,0.0467687
000100000020000002000020101001022102211120,0.0586735,0,0,0,0,0,0
000000000022000002120000111010022201001120,0,0,-50,0,0,0,0
000000000020000002000000110000022001001120,0,0,0,0,0.111395,0,0
000000000000000002000000100000022001001120,0,0,0,0,0.082483,0,0
000101000020200002120200111011222102211122,0,0,0,0,0,0,0
000102000020220002012000102210021211101121,-50,0,0,0,0,0,0
000002000020200002012000102210021211101121,0,0,0,0.0297619,0,0,0
000002000020200002010000102210020211101121,0,0,0,0,0.140306,0,0
000000000020000002000000102210020211101021,0,0,0,0,0,0.047619,0
000000000000000002000000102210020211001021,0,0.00595238,0,0,0,0,0
000100000022010002101000111220022212011122,0,0,0,0,0,0,0
000100000022000002101000111200022212011122,0,0,0,0,0,0,0.0467687
000100000020000002100000111000022202011122,0,0,0,0,0,0,0.0586735
000100000020000002000000111000022202011120,0,0,0,0,0.140306,0,0
101110020222002011122101222112212122111221,0,0,0,0,0,0,0.00595238
000110020022002011102101220112212022111221,0,0,0,0,0,0.0935374,0
000110020022002001100101220112212022111221,0,0,0.0994898,0,0,0,0
000200000022000002210000111010221201211120,0,0,0,0,0,0,0
000200000020000002200000111010221201211120,0,0,0,0,0,0.0994898,0
000200000020000002200000110010021201211120,0,0,0,0,0,0.111395,0
000200000020000002000000100010020001201100,0,0,0,0,0.146259,0,0
000010000012002002200202110010122021121112,0,0,0,0,0,0,-50
000100000020200002020000111001022102211120,0,0,0,0,0.210459,0,0
002100002121000122100022120011122121211122,0,0,0,0,0,0,0
002100000121000122100022120011122021211122,0,0,0,0,0,0.0646259,0
000100000020000002100022120011122001211122,0,0,0,0,0.0646259,0,0
122012121102122220121212021112111221112212,0,0,0,-50,0,0,0
120012121002122220121212021112111221112212,0,0,0.0646259,0,0,0,0
100012120002122220121212021112111221112212,0,0.0119048,0,0,0,0,0
100002020002122000121210021112011221112212,0,0,0.169218,0,0,0,0
100002020000102000121200021112001221112212,0,0,0,0.111395,0,0,0
000000000000002000000200020110001221110212,0,0,0,0,0,0.111395,0
000000000000002000000200020010001021110212,0,0,0,0,0,0,0.0297619
010120021022002102120121122011122122211121,0,0,0,0,0,0,0
000100000020000002020000101001022102211120,0.0586735,0,0,0,0.219388,0,0
000120100022011021212201112112122212121122,0,0,-50,0,0,0,0
000000100022011021212201112112122212121122,0,0,0,0.0238095,0,0,0
000000100020010021212201112112122212121122,0.00595238,0,0,0,0,0,0
000000100020010021202201112110122212121122,0,0,0,0,0,0.140306,0
000000100020010021002201102110122212121122,0,0,0,0,0.0994898,0,0
000000000020010001002201102110122212121122,0,0,0,0,0,0,0.0467687
000000000020010001002200100110020212121122,0,0,0.146259,0,0,0,0
000000000020000001000200100010020012121122,0,0,0,0,0,0,0.0527211
000000000020000001000000100010020012021122,0,0.00595238,0,0,0,0,0
000000000020000001000000100000020012021102,0.0238095,0,0,0,0,0,0
000000000000000000000000100000020002001102,0,0,0,0,0,0,0.0238095
000100000020000002000211102021122102211120,0,0,0,0,0,0,0
000100000020000012210002121011222102211120,0,0,0,0,0,0,0
000000000020000002010000101102021122121122,0,0,0,0.0297619,0,0,0
000101000020100002020000121120022112211122,0,0,0,0,0,0,0.128401
000100000020000002020000121100022110211122,0,0,0,0,0,0.0119048,0
000100000020000002020000121000022110011122,0,0,0,0,0,0,0.128401
000100000020000002000000100000022000211100,0.0119048,0,0,0,0,0,0
000100000020000002200000110000022212011121,0,0,0,0,0,0,0
000110010022002001102121220112212022111221,0,0,0,0,0,0,0.00595238
000110000022002001102101220112212022111221,0.00595238,0,0,0,0,0,0
000010000022002001100101220112212022111221,0,0,0,0.00892857,0,0,0
000000000000000000000000020000012022111201,0,0,0,0,0.0892857,0,0
000121000221200012110002121020122112211122,-50,0.0994898,-50,0,0,0,0
000121000021200002110002121020122112211122,0,0,0.113095,0,0,0,0
000100000021200002110000121020022102011122,0,0,0,0,0,0,0.16369
000100020020001002110100121020222102011122,0,0,0,0,0.111395,0,0
000100000020000002110100121020222102011122,0.00595238,0,0,0,0.111395,0,0
002112002121200212110211121021222112211122,0.0586735,0,0,0,0,0,0
000112002021200212110211121021222112211122,0,0,0.0527211,0,0,0,0
000112000021200002110201121021222112211122,0,0.0935374,0,0,0,0,0
000110000021200002110201121021222102211122,0,0,0,0,0,0,0.0935374
000110000021200002110201121020222102011122,0,0,0,0,0,0,0
000000000012000002200202110010122021121112,0,0,0,0,0.0586735,0,0
000100000020000002110001121020222102011122,0,0,0,0,0.149235,0,0
000110000021000002110000121210222122211122,0,0,-50,0,0,0,0
000100000021000002110000121000022122211122,0.0238095,0,0,0,0,0,0
000100000020000002020120122011122102211121,0.00595238,0,0,0,0,0,0
000100000021000002210000121202122110211122,0.0119048,0,0,0,0,0,0
000100000020000002210000121002122110211122,0,0,0,0,0.123724,0,0
000100000020000002010000121000022100211122,0,0,0,0,0,0,0.140306
000000020010002002000110100022022001201110,0,0,0,0,0,0.111395,0
000000000010000002000100100022022001201100,0,0.0178571,0,0,0,0,0
000000000010000002000000100002020001201000,0,0,0,0,0.0527211,0,0
000100000022000002110001121000222102011122,0,0,0,0,0,0,0
000100000020000002000000120000022000001110,0,0,0,0,0,0,0
000120000021000002110000121000022120211122,0,0,0,0,0,0,0
000100000020000002110000121000022120211122,0,0,0,0,0.167092,0,0
000120001022002102100120122011122122211121,0,0.0467687,0,0,0,0,0
000100000020000002000000121000022100011122,0,0,0,0,0.222762,0.0880102,0.0935374
000110110022012201102121220112212222111221,0,0,0,0,0,0.0994898,0
000000000020000002000202100121122012211101,0.0238095,0,0,0,0,0,0
000000000020000002000002100120122012211101,0,0.105442,0,0,0,0,0
000100002020101102022122122111122122211121,0,0.00595238,0,0,0,0,0
000000000020000002000002100020120012211101,0,0,0,0,0,0,0.0527211
000000000020000002000000100000020002211101,0,0,0,0,0,0,0.0586735
000000000020000002000000100000020000211100,0,0,0,0,0,0,0.0119048
000200000010000202000020100111221021121122,0,0,0.111395,0,0,0,0
000200000010000002000020100101221021121122,0.087585,0,0,0,0,0,0
000200000010000002000000100101220021121122,0,0,0,0,0.140306,0,0
000000000010000002000000100000220021121102,0,0.0646259,0,0,0,0,0
000000000000000002000000100000220001121102,0,0,0,0.047619,0,0,0
000000000000000002000002100010122021021112,0,0.0701531,0,0,0,0,0
000000000000000002000000100000020021021112,0.0267857,0,0,0,0,0,0
000000000000000002000000100000020001021102,0,0.00595238,0,0,0,0.0701531,0
000002001000100220121021221221112112122112,0,0.0586735,0,0,0,0,0
000002001000100200120021221221112112122112,0,0,0,0,0,0,0.087585
000200100010012011202222111222122211121211,0,0.105867,0,0,0,0,0
000200100010010011202222110222122211121211,0,0,0,0,0,0.140306,0
000200100010010001202022110222122211121211,0,0,0.192602,0,0,0,0
000200000010010001002022100202122211121211,0,0,0,0,0.158163,0,0
000000000000000001002000100202022211121211,0,0,0,0,0,0,0.0267857
000000000000000000000000100202022010121211,0,0,0,0.141582,0,0,0
000000000000000000000000100002022000121211,0,0,0,0,0,0,0.149235
000000000000000000000000100000020000021201,0,0.00892857,0,0,0,0,0
000000000002000000100000020000012022111201,0,0,0,0,0.0357143,0,0
000110000121001022200202121020222101211121,0,0,0,0,0,0.149235,0
000100000021000002200000120020222101011121,0,0,0,0,0.0701531,0,0
000020000021000002200020110102022021101101,0,0.0357143,0,0,0,0,0
000000000020000002000020100002022001101101,0,0,0,0,0.0765306,0,0
000000000020000002000000100002022001101121,0,0,0,0,0,0,0
000000000000000000000000100002020000121201,0,0,0,0,0,0.0701531,0
200100010020201002212100122120122111211122,0,-50,0,0,0,0,0
000200000020000002000000100000020000001110,0,0,0,0,0,0,0
200000010000001200002210010112202211112212,0,0,0,-50,0,0,0
002110000221201012220202121121222111211121,-50,0,0,0,0,0,0
000110000021200012220202121120222111211121,0.0119048,0,0,0,0,0,0
000110000021200002220002121120222111211121,0,0,0.114796,0,0,0,0
000100000021000002220002121120222111211121,0,0,0,0,0.0701531,0,0
200110120221012012202102122121222111211121,0,0,0,0,0,0,0
000110200121022012202102122121222111211121,0,0,-50,0,0,0,0
000110200021022012202102120121222111211121,0,0,0.0527211,0,0,0,0
000200100012012111202222111222122211121211,0.0527211,0,0,0,-50,0,0
000100000020000002000000100002022020101101,0,0.0238095,0,0,0,0,0
020001001000100100210020122201022122122111,-50,0,0,0,0,0,0
020000001000100100010020122201022122122111,0,0,0,0,0,0.0586735,0
020000001000100100010020022001022122122111,0,0,0,0.0416667,0,0,0
000000000000000100000020022001002122102111,0,0.0646259,0,0,0,0,0
000000000000000000000020020001002022100111,0,0.0297619,0,0,0,0,0
000000000000000000000000020000002022100111,0,0.0705782,0,0,0,0,0
000101000020202002120110121011222102211122,0,0,0,0,0,0,0
000100000020000002000000120000022000011100,0,0,0,0,0,0,0
000100000021002002200102120120222111211121,0,0,0,0,0.0818452,0,0
000100000020002012200201120010222121011121,0,0,0,0,0,0,0.0527211
000100000020000002200000120010222121011121,0,0,0.0705782,0,0,0,0
000100000020201002212100122120122111211122,0.0178571,0,0,0,0,0,0
000100000020201002210100122020122111211122,0,0,0,0,0,0,0.192602
000100000020000002200100120020122101011122,0.00892857,0,0,0,0,0,0
000100000120000022010201122020222111211121,0,0,0,0,-50,0,0
000100000120000022010201102020222101211121,0,0,0,0,0,0,0.0935374
000100000020000002010200102020222101011121,0,0,0.0705782,0,0,0,0
000100000020000002000000100020022001011120,0,0,0,0,0,0,0.0119048
000100000020002002100200121020022101011120,0,0,0,0,0,0,0
000100000020000002100200120020022101011120,0,0,0,0,0,0.087585,0
000100000020000022002001110121221021211221,0,0,0,0,0.111395,0,0
000000000000000002002000110121221021211221,0,0,0.111395,0,0,0,0
000100000020000002000000120000022101011122,0,0,0.210459,0,0,0,0
000000000000000002002000100100221021211201,0,0,0,0,0.105442,0,0
000000000000000000000000100000221020211201,0.0119048,0,0,0,0,0,0
000100000021000002200002120020222111011121,0.0119048,0,0,0,0,0,0.172433
000100000021000022200002120000222111011121,-50,-50,0,0,0,0,0
000100000020000002200000120000222101011121,0.0178571,0,0,0,0.083313,0,0
002000000200000010000011100202122121221112,0,0,0,0,0,0,0
000000000000000010000001000002120000221102,0,0,0,0.146259,0,0,0
000000000000000000000001000000100000221002,0,0,0,0,0.0467687,0,0
000100000020000002000200100010022002011100,0,0,0,0,0,0,0
001000020200001211000211202012220202111010,0,0,0,0,0,0,0.0467687
000000000200001211000211202012220202111010,0,0,0.0238095,0,0,0,0
000000000000000002000011100011220212221021,0,0,0,0,0.0467687,0,0
000000000000000002000010100001020002221001,0,0,0,0,0,0,0.0586735
000000000000000002000000100001020000201000,0,0.0586735,0,0,0,0,0
000100000010000002000001100000222011221122,0,0,0,0,0,-50,0
000100000010000002000000100000020000221102,0.0119048,0,0,0,0,0,0
000000000010000002000000100000020000201102,0,0,0,0.0765306,0,0,0
002100000210000012000002101100220212011212,0,0,0,0,0,-50,0
002100000210000012000002101000220212011012,0,0,0,0,0,0,0.087585
000000000010000002000002100000220002011010,0,0,0,0.114796,0,0,0
000110000221201012220202121120222111211121,0,0.0646259,0,0,0,0,0
000000000000000002000002100000220000011010,0,0,0,0.0714286,0,0,0
000000000000000002000000100000220000011000,0,0,0,0,0,0.00892857,0
000000000000000000000000000000021000102120,0,0,0,0,0,0,0.0119048
000100000020001002000101120010222002211120,0,0,0.149235,0,0,0,0
000100000020001002000100100010222002211120,0,0,0.114796,0,0,0,0
000100000020000002000100100010022002211120,0.00892857,0,0,0,0,0,0
000100000020000002000000100010020002211120,0.00595238,0,0,0,0,0,0
000000000000020000001000110220022112021121,0,0,0,0,0.0994898,0,0
000000000000020000001000100220022112001121,0,0,0,0,0.111395,0,0
000000000000020000001000000200022112001121,0,0,0,0.0714286,0,0,0
202120010121012112202222110111221022211121,0,0,0,0,0,-50,0
000000000002000102100020120001212102211120,0,0,0,0,0,0,0
000000000000000102100020120001212002211120,0,0,0,0,0,0.0646259,0
000000000000000100000020020001212002211100,0,0,0,0.106293,0,0,0
000100000020000002000000100000022212011121,0,0,0,0,0.0705782,0.0646259,0
200120010121002012200202110110221022211121,0,0.0880102,0,0,0,-50,0
200100010120002012200202110010221022211101,0,0,0,0,0,0,0.0208333
200100010020002012000202110010221022211101,0,0,0.0922619,0,0,0,0
000100010020002002000202110010221022211101,0,0,0.143495,0,0,0,0
000100000020002002000202110010221002211101,0.0334821,0,0,0,0,0,0
000000000000000002200120110012022111101222,0,0,0,0,0,0,0
000000000000000002000100100012022101101222,0,0,0,0,0.117347,0,0
000000000000000002000000100000020001001020,0,0.00595238,0,0,0,0,0.0178571
000100002020000202000012111011221201221120,0,0,0,0,0,0,0
000100000020000002000000100001221001221120,0,0.0586735,0,0,0,0,0
000000000020000002000000100001020001201120,0,0,0,0.0357143,0,0,0
000000000020000002000000100000020001201100,0.0178571,0.0297619,0,0,0,0,0
000100000020000012012002112200121122021121,0,0,0,0,-50,0,0
000100000020000002012002112200121120021121,0,0,0.0705782,0,0,0,0
000100000020000002000002102000121120021121,0,0,0,0,0,0.0297619,0
000000000020000002000000100000120000021121,0,0,0,0.0357143,0,0,0
000100000020002002000100100211221012211122,0,0.0527211,0,0,0,0,0
020000001000000100010020022001002122122111,0,0,0,0,0,0.0646259,0
000100000020000002000000100010221002211102,0.00595238,0,0,0,0.167092,0,0
000100000020000002000000100010220002211100,0,0,0,0,0.290232,0,0
000100000020000002000000100000020002211100,0.047433,0,0,0,0,0,0
100100020020201002110120122122022111121212,0,0,0,0,0,0,0
000100020020201002110100122122022111121212,0,0,0,0,0,0,0
000120000021000002210000121202122111211122,0.0119048,0,0,0,0,0,0
000100000020200002110100122122022111121212,0.00892857,0,0,0,0,0,0
000100000020200002010100122122022111101212,0,0,0,0,0.167092,-50,0
000100000020000002200000122000022101011121,0,0,0,0,0,0,0
000000000020000002000100120122022111101212,0,0,0,0.0416667,0,0,0
000000000000000002000000100020020101001212,0,0.0104167,0,0,0,0,0
000000000000000002000000100000020000001000,0.0208333,0,0.0790816,0.047619,0.105442,0.0104167,0
020000002000002201010110101021122122121221,0,0,0,0,0,0,0
000100000020000202000010110021121022211122,0,0.0119048,0,0,0,0,0
000100000020000002000010100021121022211122,0,0,0,0,0.111395,0,0
000100000020000002000010100021021022211102,0,0,0.210034,0,0,0,0
000100000020000002000000100001020002211102,0,0.0586735,0,0,0,0,0
000100000020000002000010120002022020101101,0,0,-50,0,0,0,0
201000020110021022001211200111220122111222,0,0,0,0,0,0,-50
201000020110001022000211200111220122111222,0,0,0,0,0,0,0.0467687
201000020110001022000211200111220022111022,0,0,0,0,0,0.0705782,0
001000020110001022000201200111220022111022,0,0.087585,0,0,0,0,0
001000020110001022000201200011220022111002,0,0,0,0,0,0,0.0297619
001000000110001022000201200010220022111002,0,0.134354,0,0,0,0,0
000100000020000202000010110001221201221120,0,0,0,0,0,0.111395,0
001000000100000020000201200010220002111002,0.0119048,0,0,0,0,0,0
000000000000000000002010000112022211112212,0,0,0,0,0,0,0.0119048
000000000020000021000001200011220002111002,0,0,0,0,0,0,0
000200002010000121000211200012220002111012,0,0,0,0,0,0,0
000202000020100102020020102101121121112212,0,0,0,0,0.140306,0,0
000000000020000102020020102001121121112212,0,0,0,0,0,0,0.0646259
000000000000000000000000000001120020112002,0,0,0,0.106293,0,0,0
010002001000100220121221221221112112122112,0,0,0,0,0.087585,0,0
000000000000000000000000000001000020112002,0,0,0.146259,0,0,0,0
000020000101202022211102212112112121222111,0,0,0,0,0,0,0
100000010000001012000211202212220122111221,0,0,0.0646259,0,0,0,0
000000010000001002000201202012220102111021,0.0119048,0,0,0,0,0,0
000000000000001000000201202012220102111021,0.00595238,0,0,0,0,0,0
121200011210002121100211220012221222111212,0,0,0,0,0,0,0
000000000000000002200202110010122021121112,0,0,0,0.0625,0,0,0
021200011210002121000211220012221002111212,0.0408163,0,0,0,0,0,0
010120001022002102120120122011122122211121,0,0,0.17517,0,0,0,0
021200011210002121000211200012220002111212,0,0,0,0,0.111395,0,0
000200000010000021000211200012220002111012,0,0.153274,0,0,0,0,0
